"索引","核酸提取编号","华大编号","提取日期","样本类型","核酸类型","样本体积(ml)/质量(mg)","提取方法","浓度(ng/ul)","体积(ul)","冰箱位置","孔板号","孔位","提取总量(ng)","成功建库使用量(ng)","失败建库使用量(ng)","科研项目使用量(ng)","其他使用量(ng)","剩余量(ng)","备注","上次修改时间","创建时间"
"403","20S7501087","20S7501087","2000-01-01","T","DNA","9999","委托上海","133.662","150","无","无","无","20049.3","0","0","0","0","20049.3","数据量不够，结果不准","2020/08/20 06:27","2020/08/20 06:27"
"404","20S7501088","20S7501088","2000-01-01","T","DNA","9999","委托上海","173.489","150","无","无","无","26023.35","0","0","0","0","26023.35","无","2020/08/20 06:27","2020/08/20 06:27"
"405","20S7501089","20S7501089","2000-01-01","T","DNA","9999","委托上海","102.829","150","无","无","无","15424.35","0","0","0","0","15424.35","无","2020/08/20 06:27","2020/08/20 06:27"
"406","20S7501090","20S7501090","2000-01-01","T","DNA","9999","委托上海","213.64","150","无","无","无","32046","0","0","0","0","32046","无","2020/08/20 06:27","2020/08/20 06:27"
"407","20S7501091","20S7501091","2000-01-01","T","DNA","9999","委托上海","132.633","150","无","无","无","19894.95","0","0","0","0","19894.95","无","2020/08/20 06:27","2020/08/20 06:27"
"408","20S7501092","20S7501092","2000-01-01","T","DNA","9999","委托上海","73.354","150","无","无","无","11003.1","0","0","0","0","11003.1","无","2020/08/20 06:27","2020/08/20 06:27"
"409","20S7501093","20S7501093","2000-01-01","T","DNA","9999","委托上海","118.565","150","无","无","无","17784.75","0","0","0","0","17784.75","无","2020/08/20 06:27","2020/08/20 06:27"
"410","20S7501094","20S7501094","2000-01-01","T","DNA","9999","委托上海","250.777","150","无","无","无","37616.55","0","0","0","0","37616.55","无","2020/08/20 06:27","2020/08/20 06:27"
"411","20P5383576","20P5383576","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"412","20P5383577","20P5383577","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"413","20P5383578","20P5383578","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"414","20P5383579","20P5383579","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"415","20P5383580","20P5383580","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"416","20P5383581","20P5383581","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"417","20P5383582","20P5383582","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"418","20P5383583","20P5383583","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"419","20P5383584","20P5383584","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"420","20P5383585","20P5383585","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"421","20P5383586","20P5383586","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"422","20P5383587","20P5383587","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"423","20P5383588","20P5383588","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"424","20P5383589","20P5383589","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"425","20P5383590","20P5383590","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"426","20P5383591","20P5383591","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"427","20P5383592","20P5383592","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"428","20P5383593","20P5383593","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"429","20P5383594","20P5383594","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"430","20P5383595","20P5383595","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"431","20P5383596","20P5383596","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"432","20P5383597","20P5383597","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"433","20P5383598","20P5383598","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"434","20P5383599","20P5383599","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"435","20P5383600","20P5383600","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"436","20P5383601","20P5383601","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"437","20P5383602","20P5383602","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"438","20P5383603","20P5383603","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"439","20P5383604","20P5383604","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"440","20P5383605","20P5383605","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"441","20P5383606","20P5383606","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"442","20P5383607","20P5383607","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"443","20P5383608","20P5383608","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"444","20P5383609","20P5383609","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"445","20P5383610","20P5383610","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"446","20P5383611","20P5383611","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"447","20P5383612","20P5383612","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"448","20P5383613","20P5383613","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"449","20P5383614","20P5383614","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"450","20P5383615","20P5383615","2000-01-01","S","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"451","20P5383616","20P5383616","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"452","20P5383617","20P5383617","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"453","20P5383618","20P5383618","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"454","20P5383619","20P5383619","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"455","20P5383620","20P5383620","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"456","20P5383621","20P5383621","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"457","20P5383622","20P5383622","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"458","20P5383623","20P5383623","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"459","20P5383624","20P5383624","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"460","20P5383625","20P5383625","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"461","20P5383626","20P5383626","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"462","20P5383627","20P5383627","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"463","20P5383628","20P5383628","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"464","20P5383629","20P5383629","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"465","20P5383630","20P5383630","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"466","20P5383631","20P5383631","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"467","20P5383632","20P5383632","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"468","20P5383633","20P5383633","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"469","20P5383634","20P5383634","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"470","20P5383635","20P5383635","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"471","20P5383636","20P5383636","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"472","20P5383637","20P5383637","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"473","20P5383638","20P5383638","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"474","20P5383639","20P5383639","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"475","20P5383640","20P5383640","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"476","20P5383641","20P5383641","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"477","20P5383642","20P5383642","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"478","20P5383643","20P5383643","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"479","20P5383644","20P5383644","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"480","20P5383645","20P5383645","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"481","20P5383646","20P5383646","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"482","20P5383647","20P5383647","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"483","20P5383648","20P5383648","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"484","20P5383649","20P5383649","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"485","20P5383650","20P5383650","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"486","20P5383651","20P5383651","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"487","20P5383652","20P5383652","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"488","20P5383653","20P5383653","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"489","20P5383654","20P5383654","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"490","20P5383655","20P5383655","2000-01-01","L","gDNA","9999","无","9999","100","无","无","无","999900","0","0","0","0","999900","无","2020/08/20 06:27","2020/08/20 06:27"
"491","19P6714076","19P6714076","2000-01-01","P","cfDNA","4","美基XP双选法","9999","43","无","无","无","429957","0","0","0","0","429957","无","2020/08/20 06:27","2020/08/20 06:27"
